"os","device_type","device_score","device_cpu"," Native视频发流切片时长 "
"Windows","82HX",64,"Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz",8007.05
"Android","nic-an00",75,,8006.633333
"Android","pjg110",75,,8004.5
"Android","s1w",58,,8000.4
"Android","v2361a",89,,7999.033333
"Windows","HP ENVY TE01-3xxx",82,"12th Gen Intel(R) Core(TM) i7-12700F",7989.333333
"Android","pdsm00",75,"MT6889Z/CZA, mt6889",7982.766667
"Android","lenovo tb-q706f",93,,7967.216667
"Windows","WUJIE14XA",97,"AMD Ryzen 7 8845HS w/ Radeon 780M Graphics     ",7958.966667
"Android","wgrr-w09",84,"Kirin 9000E",7956.933333
"Android","v2353a",89,", qcom",7953.516667
"Windows","Redmi Book Pro 14 2022",72,"12th Gen Intel(R) Core(TM) i5-12450H",7950.3
"Windows","B760M GAMING",97,"Intel(R) Core(TM) i5-14600KF",7936.7
"Windows","X550VX",76,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",7932.616667
"Android","pkz110",79,,7930.6
"Windows","Redmi Book 14",88,"12th Gen Intel(R) Core(TM) i5-12500H",7926.4
"Android","pfgm00",76,"mediatek 700",7922.55
"Android","dby2z-al00",89,,7915.716667
"Android","pkd130",81,"mediatek mt6835  mt6835",7915.55
"Android","v2403a",96,"qualcomm 8 Gen 3",7915.516667
"Android","v2130a",75,,7908.433333
"Android","24076rp19g",69,,7907.733333
"Android","v2282a",75,,7885.75
"MAC","MacBookPro16,1",72,,7885.316667
"Android","got-al19",89,,7876.383333
"Android","2409brn2cy",75,"helio p65",7874.733333
"Android","2406ern9cc",83,"qualcomm 4 Gen 2",7863.933333
"Android","v2068a",75,,7860.733333
"Android","adt-an00",89,,7857.883333
"Android","koz-al40",74,"unisoc t610",7848.35
"Android","tyr-al00",86,"kirin 8000",7845.766667
"Android","readboy_c6",83,,7832.55
"Android","24053py09c",89,,7827.383333
"Android","pkk110",79,,7826.666667
"Windows","HP 348 G5",64,"Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz",7815.9
"iOS","iPhone18,1",66,,7812.083333
"Android","sm-n971n",84,,7807.533333
"Android","smart",68,,7806.616667
"Android","2312draabc",-1,,7803.116667
"Android","tyh632m",76,"mediatek 700",7790.833333
"Android","v2148a",89,,7755.8
"Android","ags3-w00e",78,"kirin 710",7740.05
"Android","bzc-w00",77,,7735.9
"Android","v2241ha",79,,7731.05
"Android","sc-03l",88,"qualcomm 855",7730.016667
"Android","v2072a",86,"mediatek 1200",7722.633333
"Android","icl-al20",84,", kirin9020",7716.2
"MAC","Mac14,15",85,,7705.683333
"Android","alt-nx1",83,"qualcomm 4 Gen 2",7693.116667
"Windows","MS-7E24",93,"AMD Ryzen 5 9600X 6-Core Processor             ",7687.55
"Windows","Alienware 17 R2",76,"Intel(R) Core(TM) i7-4710HQ CPU @ 2.50GHz",7668.066667
"Android","frl-an00a",76,"mediatek 720",7657.383333
"Android","v2436a",93,,7657.25
"Android","v2443a",75,,7626.516667
"Android","readboy_c18",72,,7623.15
"Android","v2134a",71,,7622.25
"Android","plg110",82,,7615.266667
"Android","bre-al80",69,", Kirin8000A",7604.866667
"Windows","NbDE-WXX9",76,"11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz",7601.4
"Android","goa-al80",89,,7599.283333
"Android","yal-al00",84,,7597.466667
"Android","noh-al00",88,,7587.25
"Windows","83DG",82,"Intel(R) Core(TM) i7-14700HX",7581.516667
"Android","rna-an00",85,"qualcomm 778g",7578.85
"Android","pepm00",75,"MT6893Z/CZA, mt6893",7573.583333
"Android","spn-al00",85,"vendor kirin810 kirin810",7569.25
"iOS","iPad6,7",-1,,7565.65
"Android","elz-an00",89,,7564.116667
"Windows","12S9CTO1WW",82,"12th Gen Intel(R) Core(TM) i7-12700",7543.483333
"Android","v2362a",79,", mt6985",7539.133333
"Android","mlr-al10",92,"kirin 9010",7535.05
"Android","m2003j15sc",74,"helio p65",7519.616667
"Android","jny-al10",84,,7517.066667
"Android","23090ra98c",75,,7515.783333
"Android","v2230a",75,"MT6833V/ZA, mt6833",7512.85
"Android","sm-x810",93,,7512.85
"Android","eln2-l29",89,,7506.15
"Android","umix6",75,,7501.966667
"Windows","WUJIE14 PRO",97,"AMD Ryzen 7 7840HS w/ Radeon 780M Graphics     ",7485.216667
"Windows","TUF Gaming FX505DV_FX95DV",70,"AMD Ryzen 7 3750H with Radeon Vega Mobile Gfx  ",7473.183333
"Android","jlh-an00",80,"mediatek 1080",7471
"Android","pkw110",75,", mt6835",7453.45
"Android","plr-al50",86,"hisilicon kirin  kirin9020a",7446.833333
"Android","pgx110",84,"mediatek 8100",7436.45
"Android","cet-al60",89,,7425.233333
"Android","yxu-be0ba",75,,7423.216667
"Windows","System Product Name",88,"13th Gen Intel(R) Core(TM) i5-13400F",7421.416667
"Android","v2180ga",83,"qualcomm technologies, inc khaje qcom",7418.383333
"Android","rmx3888",96,"qualcomm 8 Gen 3",7406.133333
"Android","m2006c3lc",-1,,7394.25
"Android","bre-al00b",89,,7393.3
"Android","sm-p619",86,,7389.3
"Windows","HP ZHAN 66 Pro 14 G3",70,"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz",7382.4
"Android","vrd-w09",84,,7381.833333
"Android","v2238a",79,,7350.033333
"Windows","System Product Name",97,"AMD Ryzen 7 9700X 8-Core Processor             ",7341.316667
"Android","v2324a",79,,7338.016667
"MAC","MacBookAir7,2",52,,7321.05
"Windows","83JM",94,"Intel(R) Core(TM) Ultra 9 285H",7318.25
"Android","mi 10 pro",89,,7314.416667
"Android","v2118a",89,"qualcomm 865",7313.933333
"Android","yxp u59",72,,7306.15
"Android","sm-x910",93,,7298.066667
"Android","pesm10",83,"qualcomm 680",7292.016667
"Android","pht110",-1,,7279.416667
"Windows","21E30077CD",82,"12th Gen Intel(R) Core(TM) i7-1260P",7272.083333
"Android","v2357a",75,", mt6835",7256.833333
"iOS","iPhone15,5",66,,7251.45
"Android","rmx3161",82,"qualcomm 750g",7244.866667
"Android","v2452a",79,,7233.5
"Windows","82L5",93,"AMD Ryzen 5 5600H with Radeon Graphics         ",7226.316667
"iOS","iPhone9,2",-1,,7212.566667
"Android","v2318a",77,"mediatek 6020",7210.65
"Android","v2133a",75,,7205.3
"Android","pjj110",93,,7181.383333
"Android","24018rpacc",94,"qualcomm 8 Gen 2",7170.766667
"Windows","82L3",76,"11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz",7168.833333
"Android","rmo-an00",89,"Qualcomm 695",7164.95
"Android","koz-al00",68,,7153.05
"Windows","HNL-WXX9",94,"AMD Ryzen 7 4800H with Radeon Graphics         ",7149.166667
"Windows","OptiPlex 7020",77,"Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz",7136.85
"Android","moa-al00",75,"helio p35",7130.583333
"Android","220233l2c",73,"helio g25",7120.033333
"Android","pa2553",79,,7108.333333
"Windows","HN-WX9X",70,"AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx  ",7105.566667
"Android","pclm10",89,,7103.583333
"Android","v2278a",75,,7088.916667
"Android","2509fpn0bc",95,"qti sm8850  qcom",7088.65
"Windows","System Product Name",97,"Intel(R) Core(TM) i7-14700K",7073.966667
"Android","sm-n9700",87,"samsung exynos 9825  exynos9825",7071.9
"Android","mix 2",84,"qualcomm 835",7066.766667
"Android","pgw110",89,,7066.716667
"Android","22101316c",75,,7065.9
"Android","pkt110",79,,7064.916667
"Windows","81WB",70,"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz",7059.016667
"Android","2206122sc",94,"qualcomm 8+ gen 1",7056.016667
"Android","sm-n9860",69,,7055.433333
"Android","ebg-an00",-1,,7053.966667
"Android","25019pnf3c",93,"qti sm8750  qcom",7053.766667
"Android","noh-an01",88,"Kirin 9000",7050.933333
"Android","pla-al10",86,"hisilicon kirin  kirin9020",7036.083333
"Android","p30_6771_u254_v1_8183_wifi_hd_k419",69,"MT8183, mt8183",7034.05
"Android","oxf-an00",84,,7032.683333
"Android","2505drp06g",75,,7026.65
"Android","bzi-w20",77,,7022.283333
"Windows","GLO-NX6",93,"AMD Ryzen 5 6600H with Radeon Graphics         ",7019.55
"Android","m2007j3sc",89,"qualcomm 865",7015.05
"Android","rky-an00",75,,7002.933333
"Android","v2168a",76,"helio p60",6998.916667
"Android","p30_5g",89,,6994.816667
"Android","readboy_c12",82,,6983.266667
"Windows","OptiPlex Micro 7010",76,"13th Gen Intel(R) Core(TM) i5-13500T",6982.266667
"Android","16s pro",89,,6979.366667
"Android","v2164a",75,,6976.066667
"Android","p108",72,,6974.916667
"Android","2211133c",93,", qcom",6970.4
"Android","v2243a",93,,6964.05
"Android","2411drn47c",89,", qcom",6949.4
"Android","tet-an50",88,,6945.55
"Android","bne-al00",83,"qualcomm 680",6938.766667
"Android","jer-an10",86,"kirin 985",6936.033333
"Android","bah-al00",82,"Qualcomm 435",6926.966667
"Android","perm10",89,,6914.783333
"Android","pkc110",79,,6910.616667
"Android","mha-al00",82,"kirin 960",6905.033333
"Android","v2166a",75,,6898.3
"Windows","81M5",70,"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz",6896.083333
"Android","yal-al00",86,"kirin 980",6892.1
"Android","ags3k-al20",77,,6888.766667
"Android","pcdm10",77,"helio p90",6883.183333
"Windows","21EV",97,"AMD Ryzen 7 6800H with Radeon Graphics         ",6881.85
"Android","phv110",79,,6872.05
"Android","p771",72,,6858.216667
"Android","ady-al10",71,", Kirin9010E",6848.433333
"Android","bal-al60",85,"qualcomm 778g",6846.783333
"Android","jef-an00",84,", kirin985",6846.383333
"Android","elz-an10",89,,6843.283333
"Android","hjc-lx9",75,"helio p65",6839.766667
"Android","aln-al10",90,"kirin 9000S",6837.8
"Android","aln-al00",84,,6823.783333
"Android","ec-pad01 se",71,,6815.6
"Android","mi 8",89,,6791.416667
"Android","miz-bd00",85,"qualcomm 778g",6785.233333
"Windows","REDMI Book 16 2025(2.5K)",88,"Intel(R) Core(TM) 5 220H",6783.366667
"Android","pls120",75,", mt6835",6775.166667
"Android","btkz-al00",89,,6766.75
"Android","v2301a",92,"qualcomm 8+ gen 1",6750.983333
"Android","v2506a",75,,6749.5
"Android","24031pn0dc",96,"qualcomm 8 Gen 3",6747.866667
"Android","v2334a",75,,6744.45
"iOS","iPad8,6",88,,6744.2
"Windows","82RG",97,"AMD Ryzen 7 6800H with Radeon Graphics         ",6734.85
"Windows","ENZH-XX",76,"Intel(R) Core(TM) Ultra 7 155H",6734.133333
"Android","v2415a",79,", mt6991",6727.433333
"Windows","82FF",76,"11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz",6726.733333
"Windows","NHx0DB,DE",84,"Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz",6721.55
"Android","redmi note 9 pro",83,"qualcomm 720g",6718.05
"Windows","MS-7C10",78,"Intel(R) Core(TM) i5-9400 CPU @ 2.90GHz",6717.45
"Android","lenovo tb-j607z",89,,6715.716667
"Windows","82L7",76,"AMD Ryzen 7 5800U with Radeon Graphics         ",6705.333333
"Android","pfem10",89,,6700.2
"Android","shr-an00",83,"qualcomm 4 Gen 2",6684.616667
"Android","gla-al00",85,"qualcomm 778g",6664.783333
"Android","max-2.0",71,,6664.366667
"Android","hebe-bd00",89,,6651.083333
"Android","24018rpacg",93,,6648.466667
"Android","chl-an00",76,"mediatek 700",6645.233333
"Android","pdvm00",85,,6643.15
"Android","v2465a",92,"mediatek 9300",6639.033333
"Android","v2166a",75,"MT6833V/ZA, mt6833",6636.883333
"Android","v2020ca",89,,6636.85
"Android","v2405a",86,"mediatek mt6991  mt6991",6619.883333
"Android","x90",76,,6583.3
"Windows","ROG Strix G18 G814JIR_G814JIR",82,"Intel(R) Core(TM) i9-14900HX",6567.983333
"Android","v2502a",82,,6562.566667
"Android","v2410a",89,", qcom",6557.933333
"Android","flc-an00",93,,6552.333333
"Android","readboy_c12pro",85,,6533.6
"Android","pkv110",75,,6523.8
"iOS","iPad8,12",88,,6517.033333
"Android","22011211c",87,"mediatek 9000",6516.216667
"Android","pbem00",85,"Qualcomm 670",6510.833333
"Android","v1838a",85,"Qualcomm 675",6509.9
"Android","v2072a",75,"null, mt6893",6507.583333
"Windows","HP ZHAN 99 Pro G1 MT",78,"Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz",6481.416667
"Windows","",78,"13th Gen Intel(R) Core(TM) i5-13420H",6475.45
"Android","pjf110",90,"qualcomm 7+ Gen 3",6472.266667
"Android","m2012k11ac",93,"Qualcomm 865",6458.2
"Windows","21E30076CD",76,"12th Gen Intel(R) Core(TM) i5-1240P",6455.616667
"Android","v2314a",79,,6454.233333
"Android","noh-al10",91,"kirin 9000",6449.133333
"Android","p759",75,,6445.933333
"Android","pehm00",85,"null, qcom",6435.9
"Android","rky-an10",78,"mediatek 6020",6418.15
"Android","hdn-l09",68,,6413.4
"Android","pfzm10",75,,6407.716667
"MAC","MacBookPro15,2",62,,6401.833333
"Android","24053py09c",92,"qualcomm 8s Gen 3",6401.8
"Windows","DRA-XX",76,"Intel(R) Core(TM) Ultra 5 125H",6400.266667
"Android","dmg-w00",91,"kirin 9000",6398.85
"Android","tfy-an00",75,,6393.916667
"Android","plg110",88,"mediatek mt6993  mt6993",6392.716667
"Windows","Dell G15 5530",82,"13th Gen Intel(R) Core(TM) i5-13450HX",6373.816667
"Android","v2417a",79,,6373.166667
"Android","m2007j1sc",89,"qualcomm 865",6363.233333
"Android","v2359a",92,"mediatek 9300",6361.283333
"Android","pjw110",90,"mediatek 9200",6360.5
"Android","v2073a",89,,6352.75
"Windows","System Product Name",77,"Intel(R) Core(TM) i3-9100F CPU @ 3.60GHz",6344.716667
"Android","yxp u-2410a",72,,6339.316667
"Android","cmr-w19",68,,6332.666667
"Android","icl-al20",86,"hisilicon kirin  kirin9020",6331.533333
"Android","sm-t733",86,,6323.85
"Android","v1938ct",84,,6305.966667
"Android","foa-al00",89,"Qualcomm 778G",6302.1
"Android","s43",71,,6289.133333
"Android","pjg110",75,"MT6877V/TTZA, mt6877",6276
"Android","v2002a",80,"Exynos 880",6274.066667
"Android","hlk-al10",84,,6272.133333
"Android","25113pn0ec",95,"qti sm8850  qcom",6264.816667
"Windows","20T2A000CD",70,"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz",6258.533333
"Android","x6a",71,,6257.733333
"Android","m2011k2c",89,"qualcomm 888",6251.05
"Android","pgcm10",75,,6245.416667
"Windows","S40-53",76,"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz",6241.3
"Android","m2012k10c",86,"mediatek 1300",6240.05
"Android","rmx3995",81,"mediatek mt6835  mt6835",6236.15
"Android","21051182c",89,"qualcomm 855",6235.05
"Android","m2012k10c",75,,6228.7
"Android","readboy_c25",89,,6220.016667
"Android","v2203a",89,"qualcomm 865",6209.683333
"Android","v2048a",82,"mediatek 820",6205.033333
"Windows","OptiPlex 7080",93,"Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz",6199.333333
"Android","sm-x205c",65,,6197
"Android","m2007j17c",89,"Qualcomm 750G",6191.933333
"Android","v2285a",75,,6181.1
"Android","mar-al00",84,,6172.816667
"Android","pjf110",89,,6169.366667
"MAC","MacBookAir9,1",50,,6163.183333
"Android","phy110",93,,6140.5
"Android","ver-an00",92,"qualcomm 8+ gen 1",6136.566667
"Android","talih-bkl",72,,6135.433333
"Android","jsc-al50",79,"kirin 710",6133.583333
"Android","sm-s9380",97,,6127.766667
"Android","v2284a",79,,6117.433333
"Android","nx609j",89,"Qualcomm 835",6113.233333
"Android","pdsm00",82,"mediatek 1000+",6098.016667
"Windows","20KNA004CD",64,"Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz",6097.783333
"Android","jad-al00",89,"qualcomm 888",6093.066667
"Android","p800",68,,6078.75
"Android","pffm10",89,,6078.383333
"Android","v2002a",80,,6070.5
"Windows","82UT",88,"12th Gen Intel(R) Core(TM) i5-12500H",6068.133333
"Android","sm-f7210",93,", qcom",6063.666667
"Android","pgp110",93,,6060.966667
"Windows","21M7A002CD",76,"Intel(R) Core(TM) Ultra 5 125H",6060.15
"Android","m2101k9c",89,,6057.733333
"iOS","iPad13,4",-1,,6056.55
"Android","v2353a",89,,6055.733333
"Android","jsn-al00a",80,"kirin 710",6055.233333
"Android","cma-an00",75,"MT6833V/ZA, mt6833",6053.616667
"Android","2409brn2ca",72,", mt6768",6051.9
"Android","x200 pro",81,"spreadtrum t620 unisoc t620 ums9230_1h10",6047.633333
"Android","v2207a",75,,6037.8
"Android","25067pye3c",89,"qti sm8735  qcom",6037.466667
"MAC","Mac15,6",-1,,6036.2
"iOS","iPhone18,3",66,,6025.583333
"Android","sht-al09",68,,6025.483333
"Android","oppo r11",80,"qualcomm 660",6024.183333
"Android","pjd110",93,,6018.716667
"Android","pkz110",79,", mt6899",6018.633333
"Android","tb351fu",75,,6018.2
"Android","rk3588_s",85,"rockchip rk3588  rk30board",6016.233333
"Android","24117rk2cc",93,", qcom",6013.1
"Windows","82L7",78,"AMD Ryzen 5 5600U with Radeon Graphics         ",6006.683333
"Android","pesm10",89,"Qualcomm 680",6006.5
"Android","hed-al00",71,"HUAWEI Kirin9010S, Kirin9010S",5997.6
"Android","v2337a",93,,5997.55
"Windows","EMD-WXX",85,"11th Gen Intel(R) Core(TM) i5-11300H @ 3.10GHz",5993.066667
"Android","mix 3",87,"qualcomm 845",5990.8
"Android","redmi note 7 pro",80,"qualcomm 675",5983.6
"Android","sdy-an00",75,"MT6895Z/CZA, mt6895",5980.166667
"Android","zte 7541n",75,"Unisoc T760",5964.966667
"Android","v2343a",89,,5959.2
"Android","v2352a",89,", qcom",5956.25
"Windows","ASUS Adolbook 14 M5406UA_ADOL14UA",97,"AMD Ryzen 9 8945H w/ Radeon 780M Graphics",5955.883333
"Android","blk-al00",71,,5955.466667
"Android","9081x",69,,5950.783333
"Windows","Surface Pro 8",82,"11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz",5950.55
"Android","pkl110",75,", mt6835",5942.833333
"Android","2201123c",89,,5940.216667
"Android","pju110",75,"MT6833, mt6833",5937.316667
"Android","tet-an00",88,,5935.75
"Android","aqm-al10",85,"vendor kirin810 kirin810",5922.8
"Android","pjg110",82,"mediatek 1080",5916.966667
"Android","tdt-ma01",75,,5903.933333
"Android","pkw110",75,,5899.516667
"Android","jsn-al00",81,"kirin 710",5898
"Windows","NDZ-WXX9",76,"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz",5897.616667
"Android","v2323a",89,", qcom",5894.466667
"Android","pfdm00",75,,5894.2
"Android","2201122c",89,,5885.783333
"Android","pdam10",85,"Qualcomm Technologies, Inc SDM665, qcom",5876.116667
"Android","psd-al00",71,,5874.366667
"Windows","System Product Name",97,"Intel(R) Core(TM) i5-14600KF",5870.833333
"Android","pdsm00",75,,5863.866667
"Windows","Alienware x16 R1",88,"13th Gen Intel(R) Core(TM) i9-13900HK",5863.15
"Android","brp-an80",89,,5862.516667
"Android","m2004j7ac",75,"MT6875, mt6873",5855.416667
"Android","mi pad 4",80,"qualcomm 660",5852.95
"Android","23078rkd5c",90,"mediatek 9200",5851.866667
"Android","24075rp89g",77,"mediatek mt8786v/n  mt8786",5844.416667
"Android","22011211c",75,,5839.783333
"Android","tb321fu",93,,5836.75
"Windows","HP Laptop 15s-du1xxx",70,"Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz",5830.583333
"Android","hma-al00",84,"Kirin 980",5830.266667
"Android","v2279a",75,", mt6833",5827.033333
"Android","pcam00",89,,5808.35
"Android","m2101k9c",85,"qualcomm 780g",5807.45
"Android","mis-al00",86,"kirin 8000",5805.45
"Android","plb110",86,"mediatek mt6991  mt6991",5802.683333
"Android","pacm00",75,"helio p60",5801.883333
"Android","v2054a",85,"Qualcomm 480",5797.766667
"Android","p600",74,,5795.15
"Android","dvd-an00",88,"qualcomm 7 Gen 3",5780.333333
"Android","23049rad8c",89,", qcom",5779.833333
"Android","pdpm00",89,,5771.916667
"Windows","GL553VD",68,"Intel(R) Core(TM) i5-7300HQ CPU @ 2.50GHz",5771.833333
"Android","tfy-an40",80,"mediatek 810",5758.766667
"Android","v2417a",92,"mediatek 9300",5757.916667
"Android","pedm00",89,"qualcomm 865",5754.733333
"MAC","MacBookAir9,1",56,,5754.166667
"Windows","To be filled by O.E.M.",85,"Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz",5747.35
"Android","iplay40",68,,5745.733333
"Android","p717",75,,5726.433333
"Android","mao-al00",89,,5718.55
"Android","v2199a",89,"qualcomm 865",5718.233333
"Android","hjc-an90",77,"mediatek 800u",5715.966667
"Android","pgp110",93,", qcom",5715.916667
"Windows","83HM",70,"Intel(R) Core(TM) Ultra 7 258V",5714.566667
"Android","22041216c",75,,5705.083333
"Android","lna-al00",89,", qcom",5701.733333
"Windows","Redmi Book 16 2024 (Gen13 CPU FHD)",78,"13th Gen Intel(R) Core(TM) i5-13420H",5700.1
"Android","v2509a",82,,5699.833333
"Windows","Inspiron 7590",84,"Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz",5698.266667
"Android","rmx3888",93,,5688.933333
"Android","pdkm00",72,,5687.233333
"Windows","KLVF-XX",82,"12th Gen Intel(R) Core(TM) i7-1260P",5687
