os	device_type	device_score	device_cpu	ip_domain	 Native视频发流切片时长 
Android	22111317i	81	qualcomm 4 Gen 1	India	104095.55
Android	sm-a125f	73	"MT6765V/CB, mt6765"	South_Asia	104009.5167
Android	moto g35 5g	77	unisoc t760	South_America	103893.2833
Android	tecno kl4	65		Africa	103815.3167
Android	cph2591	74	helio p65	Middle_East	103768.6667
Android	tecno bf7	67	"MT6761V/WBB, mt6761"	South_Asia	103671.95
Android	cph2531	82	mediatek 1080	India	103592.55
Android	infinix x6532c	74	helio p35	South_America	103574.5833
Android	cph2015	73		South_Asia	103552.05
Android	sm-a146b	71	", s5e8535"	India	103492.2
Android	24066pc95i	83	qualcomm 4 Gen 2	India	103145.15
Android	itel s665l	72	Unisoc T606	South_Asia	103128.8833
Android	pixel 8a	83	google tensor g3  akita	North_America	103033.4167
Android	sm-a236e	83	qualcomm 695	India	102907.7167
Android	m2003j15sc	74	helio p65	South_Asia	102868.35
Android	v2207	74	helio p65	India	102804.0167
Android	v2059	77	helio g90t	India	102756.7667
Android	v2307	85	Qualcomm 695	India	102654.9333
Windows	FLMH-XX	76	Intel(R) Core(TM) Ultra 5 125H	China_Mainland	102616.7833
Android	cph2387	75	helio p35	India	102562.4667
Android	v2234	73	"MT6765V/CB, mt6765"	South_Asia	102547.9333
iOS	"iPhone14,5"	-1		China_Mainland	102487.0667
Android	sm-a075f	73		South_Asia	102403.8333
Android	infinix x6515	69	helio a20	South_Asia	102270.7
Android	i2403	82	mediatek mt6878  mt6878	India	102059.0167
Android	22127rk46c	81	xiaomi 22127rk46c  rk30board	China_Mainland	101997.5333
Android	redmi note 8	81	"qualcomm technologies, inc trinket qcom"	South_America	101873.7
Android	23128pc33i	78	mediatek mt6835  mt6835	India	101801
Android	moto g54 5g	79	mediatek 930	India	101768.8833
Android	v2207	75	helio p65	India	101425.8
Android	scg33	78	mediatek mt6835  mt6835	East_Asia	101372.7333
Android	itel s665l	69	Unisoc T606	South_Asia	101370.6667
Android	infinix x6725	76	spreadtrum ums9230e  ums9230_x6725_go	South_America	101362.2167
Android	t434d	74	helio p35	North_America	101301.8
Android	v2254	75	helio p35	South_Asia	101269.9
Android	jdy-lx3p	75	helio p65	South_America	101145.4167
iOS	"iPhone13,1"	92		North_America	101106.9
Android	motorola edge 40 neo	81	mediatek 1050	India	101060.6
Android	moto g pure	73	helio g25	South_Asia	101043.55
Android	itel a665l	65		South_Asia	101021.4667
Android	rmx2185	68		South_Asia	100834.3333
Android	v2109	72	"MT6769V/CU, mt6768"	South_Asia	100697.4333
Android	24117rn76l	75		South_America	100664.95
Android	cph2333	89		South_Asia	100623.1
Android	tecno bg7	74	helio p35	South_Asia	100613.1
Android	sm-a315g	74	helio p65	South_America	100589.4333
Android	moto g45 5g	89	", qcom"	India	100431.9667
Android	sm-x216b	83	qualcomm 695	India	99917.33333
Android	alt-lx3	81	qualcomm 680	South_America	99828.18333
Android	rmx3830	69	Unisoc T612	South_Asia	99738.48333
iOS	"iPhone17,2"	100		Africa	99710.46667
Android	a059	86	qti sm7635  qcom	India	99643.45
Android	cph2641	82	qcom	South_Asia	99624.66667
Android	21121119sg	74	helio p65	South_Asia	99558.48333
Android	s5 pro	86		China_Mainland	99530.7
Android	v2310	75	mt6768	South_Asia	99501.95
Android	v2222	83	qualcomm 695	India	99471.46667
Android	sm-a055m	69		South_America	99422.38333
Android	v2344	65		South_Asia	99377.76667
Android	23090ra98g	84	mediatek 7200	South_America	99284.46667
Android	24117rn76o	75		South_Asia	99224.08333
Android	23053rn02l	75	helio p65	South_America	99199.68333
Android	cph2711	89	", qcom"	South_Asia	99183.43333
Android	sm-a055f	74	helio p65	Middle_East	99163.01667
iOS	"iPhone15,4"	96		South_Asia	99156.26667
Android	v2055	76	mediatek 700	India	99132.81667
Android	cph2495	75	", mt6833"	India	99120.98333
iOS	"iPhone14,3"	94		India	99060.16667
Android	redmi note 9 pro	82	qualcomm 720g	India	99027.86667
Android	22120rn86g	72	"MT6769V/CZ, mt6768"	South_Asia	98907.23333
Android	v2037	72	"MT6769V/CU, mt6768"	South_Asia	98853.53333
Android	rmx5313	76	spreadtrum ums9230e  ums9230_dhaka	South_Asia	98826.5
Android	m2004j19c	69	"MT6769T, mt6768"	South_Asia	98674.08333
iOS	"iPhone11,8"	88		Europe	98613.06667
Android	cph2665	75	", mt6835"	India	98515.26667
iOS	"iPad7,3"	84		China_Mainland	98438.56667
iOS	"iPhone14,7"	94		South_Asia	98435.2
Android	infinix x6525	69	Unisoc T606	South_Asia	98341.36667
Android	rmx3941	72	", mt6768"	South_Asia	98307.08333
Android	23108rn04y	72		South_Asia	98260.86667
Android	tecno bg6	71	unisoc t606	Middle_East	98155.83333
Android	cph2599	82	mediatek 1080	India	98126.51667
Android	220333ql	86		South_America	98097.41667
Android	moto g05	74	helio p65	South_America	97990.4
Android	v2204	73		South_Asia	97974.73333
Android	rmo-nx3	83	qualcomm 695	South_America	97899.35
Android	v2407	79	mediatek mt6835  mt6835	India	97849.06667
MAC	"Mac14,2"	85		China_Mainland	97815.4
Android	infinix x6870	82	mediatek mt6878  mt6878	India	97748.38333
Android	2409brn2ca	69		Middle_East	97640.96667
Android	sm-a135m	77		South_America	97542.5
Android	sm-a165f	77	helio g99	Europe	97485.5
Android	sm-a165f	75		Middle_East	97478.06667
Android	zpd1321	72		China_Mainland	97378.26667
Android	v2531	65		South_Asia	97232.68333
Android	rmx3741	82	mediatek 1080	India	97181.16667
iOS	"iPhone12,1"	90		India	97092.01667
iOS	"iPhone13,2"	92		India	97077.96667
Android	opd2101	93		China_Mainland	96930.05
Android	cph1803	74	qualcomm 450	South_Asia	96861.6
Android	motorola edge 50 fusion	89	", qcom"	India	96798.1
iOS	"iPad11,6"	88		East_Asia	96755.26667
Android	2312dra50i	85	qualcomm 7s Gen 2	India	96753.38333
Android	tecno kl5	69		South_America	96581.83333
Android	v2240	83	qualcomm 695	India	96529.53333
iOS	"iPhone18,2"	-1		Europe	96245.43333
Android	v2322	89		South_Asia	96217.41667
Android	tb375fc	79		China_Mainland	96208.11667
Android	rmx3834	73	unisoc t612	South_America	96080.18333
iOS	"iPhone18,2"	-1		South_America	96001.95
Android	hey-w09	86		China_Mainland	96001.23333
Android	cph2477	75	helio p35	India	95991.03333
Android	v2503	92	mediatek 9300	India	95985.61667
Android	sm-g781v	89	qualcomm 865	North_America	95763.58333
Android	sm-a035f	74	unisoc t616	South_Asia	95707.61667
Android	24094rad4i	75	", mt6855"	India	95671.13333
Android	sm-a245m	77	helio g99	South_America	95598.41667
Android	23129raa4g	87	qcom	South_Asia	95596.78333
iOS	"iPhone18,2"	-1		China_Mainland	95510.88333
Android	v2253	78	mediatek 6020	India	95153.26667
Android	21121119sg	69	"MT6769H, mt6768"	South_Asia	95038.2
Android	sm-a066b	79	mediatek mt6835  mt6835	India	95027.98333
Android	25078ra3ea	72	", mt6768"	South_Asia	94913.61667
iOS	"iPhone12,3"	90		Europe	94812.38333
iOS	"iPhone9,1"	84		China_Mainland	94670.7
Android	sm-a135f	81	samsung exynos 850 samsung a13 eur open rev02b board based on exynos850 exynos850	India	94566.01667
iOS	"iPhone10,3"	86		North_America	94374.8
Android	rmx3710	75	helio p65	Middle_East	94362.68333
Android	23028rn4dg	73		South_Asia	94350.68333
Android	sm-a042m	75	helio p35	South_America	94307.8
Android	sm-a165f	78	helio g99	South_Asia	94306.78333
Android	sm-a155f	73		Middle_East	94304.55
Android	rmx3085	75	"MT6785V/CD, mt6785"	South_Asia	94300.33333
Android	moto g04s	65		South_America	94252.51667
Android	infinix x6833b	75	", mt6789"	South_Asia	94250.83333
Android	ali-an00	83	qualcomm 6 Gen 1	China_Mainland	94183.03333
Android	ta431a	71		China_Mainland	94030.91667
Android	v2333	75	mt6768	South_Asia	93989.83333
Android	sm-a156m	81	mediatek mt6835  mt6835	South_America	93892.95
Android	2312dra50g	85	qualcomm 7s Gen 2	South_America	93743.9
Android	sm-a045f	75	helio p35	Middle_East	93671.81667
Android	lly-lx3	83	qualcomm 680	South_America	93358.56667
Android	2307brpdcc	93		China_Mainland	93356.08333
iOS	"iPhone16,1"	98		South_America	93324.31667
Android	tb305fu	77	mediatek mt8786v/n  mt8786	North_America	93227.08333
iOS	"iPhone13,3"	92		South_Asia	93217.43333
Android	24117rn76g	76	mt6789	South_Asia	93136.03333
Android	m2006c3mii	75	helio p35	India	92872.06667
Android	cph2643	75	", mt6877"	India	92870.63333
Android	zpd1273	72		China_Mainland	92870.08333
Android	hbn-al00	71		China_Mainland	92791.88333
Android	v2312	75	"MT6833, mt6833"	India	92783.36667
Android	23129rn51x	74	helio p35	Middle_East	92760.93333
Android	v2520	68	", ums9230_6h10"	South_Asia	92731.15
Android	itel a665l	65		Africa	92616.5
Android	23106rn0da	72		Middle_East	92574.76667
Android	v2315	75	mediatek 700	India	92508.53333
Android	25028rn03a	68	", serenity"	South_Asia	92381.05
Android	moto g play - 2023	75	helio p35	South_Asia	91990.25
Android	moto g power (2022)	75	helio p35	North_America	91983.75
Android	v2050	77	mediatek 800u	India	91901.86667
Android	mi 10	89	", qcom"	China_Mainland	91882.96667
Android	cph2667	75	"null, mt6835"	India	91863.93333
Android	23106rn0da	72	", mt6768"	South_Asia	91831.95
Android	cph2661	90	qualcomm 7+ Gen 3	India	91629.56667
Android	cph2239	75		South_Asia	91627.08333
Android	infinix x6528	72	Unisoc T606	South_Asia	91509.65
iOS	"iPhone12,5"	90		Middle_East	91470.5
iOS	"iPhone13,3"	-1		East_Asia	91428.65
Android	rmx3933	72	ums9230_latte	South_Asia	91400.26667
Android	moto g(30)	78	qualcomm 662	South_America	91311.05
Android	tb128fu	89		China_Mainland	91280.3
Android	2201117tl	82	qualcomm 680	South_America	91093.98333
Android	tecno ki7	80	mediatek mt6769h mt6769h mt6769	Middle_East	90887.76667
Android	sm-s936n	94	qti sm8750  qcom	East_Asia	90804.88333
Android	rmx3910	75	helio p65	South_Asia	90779.8
Android	cph2473	89	Qualcomm 680	South_Asia	90658
Android	v2037	74	helio p65	India	90528.63333
Android	m2006c3lg	64		South_Asia	90488.21667
Android	sm-a155f	77	helio g99	Europe	90457.53333
Android	tecno kl5	75	helio p65	South_America	90374.73333
Android	v2333	69		South_Asia	90283.21667
Android	sm-a146m	83	exynos 1330	South_America	90240.28333
Android	rmx3939	68	", ums9230_latte"	South_Asia	90161.61667
Android	220233l2g	69	"MT6762G, mt6762"	South_Asia	90096.3
Android	23129rn51x	73		Middle_East	89987.05
Android	mrx-an19	84		China_Mainland	89885.35
Android	moto g24	69		South_America	89870.66667
Android	2201116si	83	qualcomm 695	India	89832.9
Android	redmi note 9 pro max	83	qualcomm 720g	India	89775.26667
Android	v2228	80	mediatek 1080	India	89646.95
Android	23106rn0da	74	helio p65	Africa	89628.35
Android	23129raa4g	89		Middle_East	89522.63333
Android	24044rn32l	65		South_America	89517.23333
Android	sm-s931b	94	qti sm8750  qcom	India	89454.58333
Android	rmx3710	72	"MT6769H, mt6768"	South_Asia	89306.3
Android	24117rn76o	78	helio g99	South_Asia	89163.78333
Android	cph2773	79	qualcomm 662	South_Asia	89094.76667
Android	tecno bf6	60		South_America	89066.41667
Android	nic-lx2	75	helio p65	South_Asia	89066.1
iOS	"iPad15,7"	96		East_Asia	88892.73333
Android	eln2-w09	89		China_Mainland	88890.26667
Android	2411drn47i	89	", qcom"	India	88873.85
Android	sm-a256b	84	exynos 1280	Europe	88655.2
Android	23129raa4g	81	qualcomm 680	Middle_East	88633.75
Android	sm-m017f	69	"MT6762V/WB, mt6762"	South_Asia	88611.4
iOS	"iPad14,5"	94		China_Mainland	88570.53333
Android	rmx3760	68		Middle_East	88488.73333
iOS	"iPhone11,2"	88		South_Asia	88444.86667
Android	cph2239	75	"MT6765G, mt6765"	South_Asia	88415.45
iOS	"iPhone18,1"	66		East_Asia	88322.95
Android	sm-s908b	90	exynos 2200	Europe	88195.15
Android	v2347	90	mediatek 9200	India	88094.05
Android	cph2669	80	qualcomm 662	South_Asia	87995.23333
iOS	"iPhone12,3"	90		South_Asia	87898.78333
iOS	"iPhone12,3"	90		China_Mainland	87875.58333
Android	tecno kl4	76	spreadtrum t615  ums9230_kl4_go	Africa	87464.38333
Android	21121119sg	75	helio p65	South_Asia	87372.41667
Android	sm-a217m	77		South_America	87361.9
Android	vivo 1901	70	helio a25	India	87311.96667
Android	v2332	69	", mt6768"	South_Asia	87301.5
Android	sm-a032f	67	unisoc sc9863a	South_Asia	87290.05
iOS	"iPhone17,3"	100		Africa	87156.06667
Android	crt-lx3	75	helio p65	South_America	87149.65
Android	infinix x669c	76	helio p35	South_Asia	86975.5
Android	rmx2020	74	helio p65	South_Asia	86852.01667
Android	v2249	75	helio p65	South_Asia	86850.88333
Android	sm-s721b	95	exynos 2400	India	86807.91667
Android	vivo y17	73		South_Asia	86773
Android	cph2159	89		South_Asia	86772.68333
Android	cph2691	96	qualcomm 8 Gen 3	India	86663.71667
Android	cph2447	94	qualcomm 8 Gen 2	India	86638.93333
Android	24116rnc1i	86	", qcom"	India	86574.28333
Android	tmrv07p5g	83	qualcomm 6 Gen 1	North_America	86520.96667
Android	rmx2185	68	"MT6765G, mt6765"	South_Asia	86499.73333
Android	v2338	89	", qcom"	India	86419.76667
Android	noh-an00	88		China_Mainland	86234.03333
Android	le2101	89	qualcomm 865	India	86175.31667
Android	2303era42l	77	helio g96	South_America	86104.78333
Android	infinix x6525b	73		Middle_East	85999.8
Android	a6	68		China_Mainland	85895.33333
Android	eb2101	82	qualcomm 750g	India	85885
Android	sm-a145r	74	helio p65	Europe	85831.55
Android	tecno kj7	75	"null, mt6789"	Africa	85823.66667
iOS	"iPhone15,5"	96		India	85741.43333
Android	tecno ki7	80	mediatek mt6769h mt6769h mt6769	South_Asia	85696.78333
Android	sm-a042f	73		Middle_East	85675.03333
Android	rmx3624	73	unisoc t612	South_Asia	85610.55
Android	rmx3782	75	", mt6835"	India	85604.9
Android	vivo 1904	70	helio a25	South_Asia	85572.6
Android	23028ra60l	86		South_America	85476.56667
Android	cph2613	89	", qcom"	India	85461.73333
Android	innova10	73	"G35, mt6765"	South_Asia	85451.76667
Android	infinix x669	71	unisoc t606	South_Asia	85449.73333
Android	m2003j15sc	74	helio p65	South_America	85434.93333
Android	v2126	80	mediatek 810	India	85157.58333
Android	ums9620_ca30pro_native	71		China_Mainland	85021.91667
Android	cph2579	74	helio p65	South_Asia	84960.8
Android	tas-an00	88	kirin 990	China_Mainland	84890.06667
Android	xd-sdd15-2201	73		China_Mainland	84743.8
Android	sm-g998u	89	qualcomm 888	North_America	84659.8
Android	cph2375	89		South_Asia	84640.71667
Android	sm-a165f	75	"null, mt6789"	Africa	84627.26667
Android	moto g32	82	qualcomm 680	South_America	84626.08333
Android	cph2727	89	", qcom"	South_Asia	84547.45
Android	talih-pde1	72		China_Mainland	84377.4
Android	25028rn03a	79	spreadtrum ums9230e  serenity	South_Asia	84374.01667
Android	sm-a042f	73		South_Asia	84326.83333
Android	rmx3201	75	helio p35	South_Asia	84300.46667
Android	itel s665l	71	unisoc t606	South_Asia	84242.18333
Android	vivo 1920	79	qualcomm 665	India	84235.68333
Android	rmx3830	65		South_Asia	84208.4
Android	cph2381	89		India	84056.08333
Android	sm-m115f	74	qualcomm 450	India	84021.4
Android	cph2569	89	"Qualcomm Technologies, Inc SDM782G, qcom"	India	84004.76667
iOS	"iPhone13,1"	-1		East_Asia	83972.78333
Android	infinix x665b	67	"MT6761V/WBB, mt6761"	South_Asia	83911.65
Android	sm-s921u	96	qualcomm 8 Gen 3	North_America	83889.81667
Android	sm-f966n	94	qti sm8750  qcom	East_Asia	83870.55
Android	sm-m356b	71	", s5e8835"	India	83724.4
Android	tas-an00	84		China_Mainland	83685.95
Android	23108rn04y	75	helio p65	South_Asia	83596.76667
Android	redmi note 8	82		Middle_East	83594.3
Android	sm-g990b2	89	qualcomm 888	Europe	83539.3
Android	infinix x6531	74	helio p65	South_America	83483.61667
Android	itel c671l	79	spreadtrum ums9230e  ums9230_c671l	South_Asia	83374.81667
Android	zpd1401	72		China_Mainland	83329.7
Android	vivo 1901	69		South_Asia	83267.73333
Android	s9	71		China_Mainland	83253.23333
Android	v2441	81	qualcomm 680	South_Asia	83183.53333
Android	sm-a356e	85	exynos 1380	South_Asia	83120.65
Android	redmi 8	76	qualcomm 439	South_Asia	83005.13333
Android	25078ra3ea	74	helio p65	Africa	82850.91667
iOS	"iPhone16,2"	98		India	82811.23333
Android	22127rk46c	71	", rk30board"	China_Mainland	82735.63333
Android	infinix x6855	78	helio g99	South_Asia	82679.13333
Android	rmx3910	72	", mt6768"	South_Asia	82651.88333
Android	cph2473	89		South_Asia	82598.28333
Android	rmx3521	83	qualcomm 680	India	82587.36667
Android	24116raccg	75		Middle_East	82513.15
Android	cph2179	73		South_Asia	82476.28333
Android	rmx3945	79	mediatek mt6835  mt6835	India	82466.06667
Android	23021raaeg	89	", qcom"	South_Asia	82428.03333
Android	sm-a032m	67	unisoc sc9863a	South_America	82413.31667
Android	v2207	69		South_Asia	82410.26667
Android	cph2641	79	qualcomm 662	Middle_East	82391.71667
Android	sm-a135f	77		South_Asia	82296.7
Android	infinix x6725b	65	", ums9230_X6725B"	South_Asia	82178.71667
iOS	"iPhone12,3"	90		North_America	82104.71667
Android	vivo 1906	76	qualcomm 439	India	82063.05
Android	cph2239	75	helio p35	India	82029.03333
Android	cph2209	75		South_Asia	82009.71667
Android	moto g34 5g	83	qualcomm 695	India	81982.73333
Android	i2219	83	qualcomm 6 Gen 1	India	81964.5
Android	cph2113	89		South_Asia	81900.41667
iOS	"iPhone10,3"	86		East_Asia	81863.58333
Android	cph2579	75	mt6768	South_Asia	81833.96667
Android	sm-a356b	85	exynos 1380	Europe	81783.01667
Android	25078ra3ea	75	helio p65	Africa	81768.85
Android	moto g(9) play	81	"qualcomm technologies, inc bengal qcom"	South_America	81757.61667
Android	sm-a235f	83	qualcomm 680	South_Asia	81649.31667
Android	a015	82	mediatek mt6878  mt6878	India	81640.21667
Android	sm-a032f	60		Middle_East	81635.93333
Android	m2006c3mg	73		Middle_East	81631.83333
Windows	10TYS1T000	78	Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz	East_Asia	81568.85
Android	cph2015	75	helio p35	South_Asia	81525.41667
Android	symphony z60	69	Unisoc T606	South_Asia	81482.98333
Android	sm-n981n	91	qualcomm 865	East_Asia	81362.55
Android	infinix x6831	80	mediatek mt6769h mt6769h mt6769	South_Asia	81319.98333
Android	cph2573	96	qualcomm 8 Gen 3	India	81152.4
Android	infinix x6881	78	helio g99	South_Asia	81101.88333
Android	infinix x6516	60		Middle_East	81036.53333
Android	redmi 8	76	qualcomm 439	India	81033.1
Android	22120rn86g	75	helio p65	South_Asia	80984.01667
iOS	"iPhone10,5"	86		South_America	80958.73333
Android	innova30	72	Unisoc T616	South_Asia	80948.95
iOS	"iPhone16,1"	98		India	80939.93333
Android	infinix x6532	74	helio p65	South_America	80924.8
Android	v2249	72		South_Asia	80711.96667
Android	24115ra8ei	86	qti sm7635  qcom	India	80505.68333
Android	sm-a256e	84	exynos 1280	Middle_East	80491.48333
Android	infinix x6882	78	helio g99	South_America	80354.25
iOS	"iPhone14,2"	94		Middle_East	80322.98333
Android	lrt-w20	71		China_Mainland	80279.73333
Android	2201117tl	86		South_America	80250.91667
iOS	"iPhone12,1"	-1		South_Asia	80162.73333
Android	sm-a127m	81	samsung exynos 850  exynos850	South_America	80127.01667
Android	rod-w19	75		China_Mainland	79951.2
Android	redmi k30 5g	86	"qti sm7250 qualcomm technologies, inc sm7250 qcom"	China_Mainland	79945.6
Android	sm-s918b	95	qualcomm 8 Gen 2	South_America	79856.71667
Android	sm-m315f	85	samsung exynos 9611  exynos9611	India	79842.61667
Android	infinix x6882	78	helio g99	South_Asia	79794.33333
Android	sm-a165f	75		South_Asia	79789.9
Android	rmx3263	73	unisoc t610	South_Asia	79747.11667
iOS	"iPhone10,2"	86		South_America	79690.76667
Android	tecno ck6n	75	helio p65	South_Asia	79678.16667
Android	sm-s266v	85	exynos 1380	North_America	79500.53333
Android	bah3-al00	84		China_Mainland	79379.5
Android	cph2591	72	mt6768	South_Asia	79328.83333
Android	rmx3782	78	mediatek mt6835  mt6835	India	79311.85
Android	sm-a057m	83	qualcomm 680	South_America	79288.95
Android	24117rn76g	78	helio g99	Africa	79202.25
Android	tecno kl5	74	helio p65	South_America	79148.61667
iOS	"iPhone16,2"	98		South_Asia	79075.01667
iOS	"iPad14,8"	94		China_Mainland	78944.13333
Android	tecno km4k	74	helio p65	South_Asia	78940.33333
iOS	"iPad14,1"	94		China_Mainland	78893.55
Android	tecno ki5k	71	unisoc t606	South_America	78871.93333
Windows	83CK	84	13th Gen Intel(R) Core(TM) i5-13420H	China_Mainland	78827.43333
Android	cph1909	75	helio p35	India	78759.45
Android	infinix x6532	72	mt6768	South_Asia	78729.46667
Android	sm-a325f	72		Middle_East	78686.88333
Android	sm-a546e	85	exynos 1380	South_Asia	78684.5
Android	v2342	81	qualcomm 680	South_Asia	78676.95
Android	rmx3268	69	Unisoc T610	South_Asia	78576.86667
Android	v2231	84	mediatek 7200	India	78398.65
Android	rmx3997	75	", mt6835"	India	78364.36667
Android	23100rn82l	72		South_America	78322.18333
Android	sm-a057f	83	qualcomm 680	South_Asia	78232.23333
MAC	"MacBookPro17,1"	85		China_Mainland	78195.1
Android	sm-a245f	78	helio g99	Middle_East	78108.3
Android	tecno km4	76	spreadtrum ums9230e  ums9230_km4_go	Africa	78092.3
Android	a001	82	mediatek mt6878  mt6878	India	78013.4
Android	infinix x6725	76	spreadtrum ums9230e  ums9230_x6725_go	Middle_East	77989.18333
iOS	"iPhone15,3"	-1		Europe	77871.56667
Android	m2003j15sc	74	helio p65	India	77840.43333
Android	redmi note 9 pro	83	qualcomm 720g	South_Asia	77835.23333
Android	23027rad4i	81	qualcomm 680	South_Asia	77813.85
Android	23124ra7eo	81	qualcomm 680	Europe	77811.81667
Android	tecno km4	72	ums9230_KM4_go	South_Asia	77761.31667
iOS	"iPad13,17"	92		East_Asia	77756.18333
Android	rmx3842	83	qualcomm 6 Gen 1	India	77740.71667
Android	sm-g990b2	89	qualcomm 888	India	77666.48333
Android	23053rn02i	72	", mt6768"	South_Asia	77622.46667
Android	2201116tg	77	helio g96	Middle_East	77549.31667
Android	cph2219	79	qualcomm 662	South_Asia	77534.01667
Android	sm-s926b	96	exynos 2400	Europe	77426.55
Android	jdy-lx3	75	helio p65	South_America	77425.66667
Android	23073rpbfg	89		South_Asia	77338.93333
Android	23106rn0da	74	helio p65	South_Asia	77302.21667
Android	rmx3780	75	", mt6835"	India	77271.21667
Android	sm-a217f	77	", exynos850"	South_Asia	77199.16667
Android	tecno bg6	65		South_Asia	77159.2
Android	sm-a135f	77	"Samsung A13 EUR OPEN REV02B board based on EXYNOS850, exynos850"	South_Asia	77111.51667
Android	sm-g610f	80	samsungexynos7870	Europe	77104.35
Android	sm-a047f	77	"null, exynos850"	Africa	77099.45
Android	rmx3511	65		South_Asia	77064.08333
Android	cph2365	79	qualcomm 662	South_Asia	76982.96667
Android	rmx3834	65	", ums9230_hulk"	South_Asia	76977.08333
Android	v2234	75	helio p35	South_Asia	76975.18333
Android	v2432	81	mediatek mt6835  mt6835	India	76825.38333
Android	jdy-lx2	75	helio p65	Middle_East	76708.76667
iOS	"iPhone18,1"	-1		China_Mainland	76704.18333
Android	cph2639	81	mediatek mt6835  mt6835	South_America	76678.43333
Android	tecno bg6	72	Unisoc T606	South_Asia	76599.63333
Android	cph2375	83	qualcomm 680	South_Asia	76592.75
Android	sm-a165m	73		South_America	76558.66667
iOS	"iPhone17,1"	100		India	76530.68333
Android	sm-a045m	75	helio p35	South_America	76450.98333
Android	24048rn6cg	71	unisoc t603	Africa	76337.1
Android	sm-a065f	75	helio p65	Middle_East	76329.23333
Android	v2422	83	qualcomm 695	India	76282.2
Android	moto g35 5g	77	unisoc t760	India	76268.05
Android	tecno km6	78	helio g99	South_Asia	76229.78333
Android	infinix x6831	80	mediatek mt6769h mt6769h mt6769	South_America	76193.66667
Android	sm-a065f	69		Middle_East	76179.41667
Android	sm-x115	77	helio g99	India	75939.76667
Android	tecno bg6	71	unisoc t606	Africa	75581.26667
Android	zpd1271	72		China_Mainland	75521.46667
Android	rmx2185	73	helio p35	South_Asia	75505.11667
Android	sm-a245f	78	helio g99	Africa	75485.66667
Android	infinix x6528	71	unisoc t606	Africa	75474.18333
Android	redmi note 7	86	Qualcomm 660	South_Asia	75391.6
Android	tecno km4	65		South_Asia	75385.98333
Android	2312draabc	80	mediatek 810	China_Mainland	75363.85
Android	sm-a266b	85	exynos 1380	India	75275.5
Android	vivo 2015	68	"MT6765V/CB, mt6765"	South_Asia	75254.53333
Android	v2249	75	helio p65	India	75187.28333
Android	tecno ci6	74	helio g85	Africa	75154.75
Android	2312bpc51h	74	helio p35	India	75092.85
iOS	"iPhone15,4"	-1		China_Mainland	75068.5
Android	tb371fc	93		China_Mainland	75062.28333
Android	sm-a155m	73		South_America	75029.8
Android	tecno kj6	78	helio g99	South_America	75012.68333
Android	cph2577	72	", mt6768"	South_Asia	74958.03333
Android	itel a667lp	71	unisoc t603	South_Asia	74931.98333
Android	sm-a047f	81	samsung exynos 850 samsung a04s eur open rev03c board based on exynos850 exynos850	India	74905.73333
Android	rmx5020	72	", mt6768"	South_Asia	74821.41667
Android	b131dl	69	helio a20	North_America	74796.05
Android	24044rn32l	71	unisoc t603	South_America	74771.45
Android	23076pc4bi	83	qualcomm 4 Gen 2	India	74683.58333
Android	23117ra68g	75		South_America	74655.06667
Android	sm-m315f	84	", exynos9611"	India	74652.1
Android	infinix x6525	71	unisoc t606	Africa	74639.53333
iOS	"iPhone15,4"	-1		Europe	74629.75
Android	infinix x6725	65		Africa	74597.25
Android	v2310	72	mt6768	South_Asia	74535.16667
Android	infinix x6525b	74	helio p35	South_Asia	74534.53333
Android	24040rn64y	72		South_Asia	74521.46667
iOS	"iPhone13,3"	92		Europe	74458.55
Android	ali-an00	89		China_Mainland	74380.26667
Android	tecno ki5k	65		South_America	74340.31667
Android	cph1911	75	helio p60	South_Asia	74259.88333
Android	redmi note 7 pro	85	Qualcomm 675	South_Asia	74254.15
Android	sm-a047f	81	samsung exynos 850 samsung a04s eur open rev03c board based on exynos850 exynos850	South_Asia	74224
Android	cph2325	76	helio p35	India	74194.61667
Android	nic-lx2	72	"MT6769V/CB, mt6768"	South_Asia	74187.1
Android	cph2423	75	", mt6895"	India	74168.3
Android	bra-al00	90		China_Mainland	74148.63333
iOS	"iPhone15,3"	-1		China_Mainland	74066.5
Android	23127pn0cc	93		China_Mainland	73963.76667
Android	s7u	71		China_Mainland	73945.98333
Android	m2006c3lg	64		Middle_East	73907.28333
Android	sm-a326u	79	mediatek 800U 5G	North_America	73906.81667
iOS	"iPhone13,2"	92		Middle_East	73884.58333
Android	m2004j19pi	72	"MT6769T, mt6768"	South_Asia	73846.11667
Android	2409brn2cy	75	helio p65	South_Asia	73845.81667
Android	w202ds	71		China_Mainland	73825.81667
Android	23028rncag	73	"MT6765V/XBA, mt6765"	South_Asia	73825.13333
Android	2212arnc4l	74	helio p65	South_America	73789.15
Android	itel a665l	71	unisoc t603	Middle_East	73715.01667
Android	rmx3834	65		Middle_East	73643.06667
Android	infinix x6531	69		South_America	73636.98333
Android	sm-a325n	74	helio g70	East_Asia	73631.31667
Android	sm-a125m	75	helio p35	South_America	73487.96667
Android	redmi note 8	81	"qualcomm technologies, inc trinket qcom"	Middle_East	73473.15
Android	itel a6610l	65		South_Asia	73405.88333
Android	24108pce2i	83	qualcomm 4 Gen 2	India	73397.76667
Android	pa2170	93		China_Mainland	73313.36667
